safety,possible_safety,threats,possible_threats,same_stones,opponent_stones,my_frees,opponent_frees,score
9.25610120440747,8.728767238639577,-4.218340326390065,-7.227228346545115,2.610395467281632,3.274194308736795,0.7045301843608534,-0.6223932129629104,0
1.920435547076822,3.5089251171325184,-8.173289401423286,-0.6673525624476824,4.868791258410118,2.8365441503613544,1.6960724019545308,-1.5718122599655178,0
9.25610120440747,8.728767238639577,-4.218340326390065,-6.404455668174258,0.5188678488541704,3.274194308736795,0.7045301843608534,-0.6223932129629104,0
4.65712991370077,0.16188735784877117,-4.698817892775484,-7.77963322447937,0.408196520095383,2.138415959806313,0.8697600150212945,-1.6982698677636636,0
9.25610120440747,7.8114953554571676,-4.218340326390065,-7.227228346545115,0.5188678488541704,3.274194308736795,1.4250319629338606,-1.9655078736741851,0
8.290766293097544,0.16188735784877117,-14.353341754773542,-7.77963322447937,0.408196520095383,3.1311190385287064,0.9727752495872142,-0.6040566537476317,0
3.5770970436334917,5.184127075680333,-2.9397778138115207,-8.93520429113287,0.5188678488541704,3.041758824000999,0.5851385345410485,-0.6223932129629104,0
8.954877032888259,5.622607035555747,-17.131072791275393,-1.329855562823031,3.0037805023720807,4.9337854667105185,0.03224872240158638,-1.3221801455813533,0
3.393145364142056,7.8114953554571676,-17.131072791275393,-6.411299819645613,4.5103909313443555,4.9337854667105185,1.4250319629338606,-1.9655078736741851,0
9.25610120440747,5.622607035555747,-17.131072791275393,-1.329855562823031,3.0037805023720807,4.9337854667105185,0.03224872240158638,-1.8782711216581172,0
0.655491937385767,1.663817624491245,-19.83777337602205,-3.4534886269050267,4.332034275466868,0.05354897859954244,0.7630761222373965,-0.19928640946636267,0
3.393145364142056,7.8114953554571676,-17.131072791275393,-6.411299819645613,1.8801673780917383,3.1311190385287064,1.4250319629338606,-1.9655078736741851,0
0.23116881186747706,7.8114953554571676,-10.72189288974706,-6.411299819645613,4.5103909313443555,4.6550892541973194,0.8193249264739848,-1.6604500451067181,0
5.0909658363961565,5.161865419327989,-4.946304532148114,-0.5763361928185589,1.409289460690844,0.5421203494226873,0.5595844185332746,-1.2665101104761303,0
8.290766293097544,0.13368374330720467,-14.353341754773542,-7.77963322447937,0.408196520095383,2.138415959806313,0.9727752495872142,-0.6040566537476317,0
4.65712991370077,0.16188735784877117,-14.353341754773542,-7.77963322447937,0.408196520095383,3.1311190385287064,0.8697600150212945,-1.6982698677636636,0
3.393145364142056,7.8114953554571676,-4.698817892775484,-1.3621802080344967,4.5103909313443555,4.9337854667105185,1.4250319629338606,-1.9655078736741851,0
0.03139468033818149,1.5597425322841074,-5.22945287731269,-6.404455668174258,4.369545014579646,1.4050188242938662,1.494730027592726,-0.9057049571005615,0
4.65712991370077,0.16188735784877117,-4.698817892775484,-1.3621802080344967,1.8801673780917383,3.1311190385287064,0.8697600150212945,-1.6982698677636636,0
5.869543383792934,6.9628995746192395,-9.233434270419314,-1.329855562823031,3.003159193689159,0.2600393508614024,0.7045301843608534,-0.7473181327093075,0
4.65712991370077,0.16188735784877117,-19.83777337602205,-1.3621802080344967,4.332034275466868,3.1311190385287064,0.8697600150212945,-1.6982698677636636,0
3.393145364142056,7.8114953554571676,-17.131072791275393,-6.411299819645613,3.0037805023720807,3.1311190385287064,1.4250319629338606,-1.9655078736741851,0
4.65712991370077,6.9628995746192395,-9.233434270419314,-1.3621802080344967,1.8801673780917383,3.1311190385287064,0.8697600150212945,-0.7473181327093075,0
6.111955022196909,2.2048073358874776,-13.800594219545722,-5.093676005829902,0.535622936017428,3.7436996361431456,1.9361941666702491,-0.181191695461127,0
3.393145364142056,7.8114953554571676,-17.131072791275393,-1.329855562823031,1.8801673780917383,3.1311190385287064,1.4250319629338606,-1.9655078736741851,0
4.65712991370077,0.16188735784877117,-4.698817892775484,-3.4534886269050267,1.8801673780917383,0.05354897859954244,0.8697600150212945,-1.6982698677636636,0
6.296907381234961,1.6221137052475054,-16.688831925238674,-7.525078632500664,2.333344536873652,4.596280534742964,0.7022976761571476,-1.403042194563846,0
0.03139468033818149,-0.7775343700197688,-12.727238667104272,-8.018123875506257,2.09274546823331,1.5001547188118853,1.494730027592726,-0.9057049571005615,0
9.317446179782266,6.012617410554832,-15.99741457457375,-6.404455668174258,2.610395467281632,3.093199917521538,0.9988336108435631,-1.002470592037463,0
9.317446179782266,0.6000635711314861,-12.727238667104272,-7.327898450006063,2.610395467281632,1.4050188242938662,0.4985176455804512,-1.002470592037463,0
9.25610120440747,8.728767238639577,-4.218340326390065,-7.227228346545115,0.5188678488541704,3.274194308736795,0.7045301843608534,-0.6223932129629104,0
