16.068614899999375,4939,6.221864561796657
19.92004520000046,6210,5.548226757633848
13.120979800001805,3659,15.866280871904944
9.976038900000276,3095,-11.186842679595657
3.079668300000776,906,27.339266801324424
0.6445103000005474,172,-200
31.50035470000148,13125,30.54627335109603
11.105792499998643,3373,-200
16.79374050000115,5790,23.06491063274789
9.663609999999608,2114,-3.2707840164181654
5.1297546999994665,1933,-200
4.050950000000739,1093,21.57249262173537
0.6388363000005484,207,-200
13.136534699999174,5277,-200
8.068634799998108,2305,-200
6.185695700001816,1557,-200
8.175877800000308,2238,-200
6.399852899998223,1818,-200
9.657053700000688,3523,5.443052678341669
0.2652161000005435,43,-200
