1.5213597000001755,790,34.70343340223253
2.1103514000024006,1117,41.20803092153439
2.7965110999975877,1476,25.059017092124243
1.8282013999996707,999,62.22761264052508
1.1705442999991647,622,-6.874912673150522
1.8557790000013483,788,67.87987717899912
2.143783900002745,953,2.968064690438137
2.843443200003094,1484,49.58198693490398
3.5515549999981886,1496,15.997654166420133
3.075521899998421,1434,43.18836827273904
2.9022528999994393,1306,11.685724159974995
2.928885599998466,1274,39.35151501697634
3.301470900001732,1409,12.204592008829167
2.9663928000009037,1058,49.669569131247435
1.401995899999747,639,12.359361964137804
2.864280300000246,1365,64.82463836112098
1.5217928999991273,740,-12.961795358999899
2.31859230000191,844,82.77882514904887
2.22780849999981,1022,-39.657236566371566
1.329603700000007,524,81.25979544035494
